FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend,BikeBuyer,AgeGroup,log_AveMonthSpend,log_Age,log_YearlyIncome
Meghan,Diaz,"801, rue de Maubeuge",Orleans,Loiret,France,45000,1 (11) 500 555-0119,8/11/1970,Partial College,Clerical,F,S,1,0,2,2,55414,27,54,1,25-45,3.988984047,3.295836866,10.92258755
Erik,Munoz,Winterfeldtstr 249,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0175,11/20/1970,Partial College,Clerical,M,M,0,0,2,2,63224,27,103,0,25-45,4.634728988,3.295836866,11.05443925
Shannon,Zhou,"29, rue Saint Denis",Metz,Moselle,France,57000,1 (11) 500 555-0119,6/1/1971,Partial College,Clerical,F,S,1,1,2,2,46421,26,59,0,25-45,4.077537444,3.258096538,10.74550722
Abigail,Rivera,"84, rue de la Centenaire",Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0163,3/5/1971,Partial College,Clerical,F,S,1,1,2,2,44438,26,57,1,25-45,4.043051268,3.258096538,10.70185024
Gregory,Raji,Kampstr 5855,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0185,10/15/1971,Partial College,Clerical,M,S,1,1,2,2,62291,26,95,1,25-45,4.553876892,3.258096538,11.03957223
Naomi,Dominguez,4493 N. Broadway,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0165,7/4/1970,Partial College,Clerical,F,S,1,0,3,3,47727,27,66,1,25-45,4.189654742,3.295836866,10.77325255
Daniel,Jones,9875 C Del Rio Circle,Puyallup,Washington,United States,98371,585-555-0127,7/16/1974,Partial College,Clerical,M,S,1,1,3,3,52829,23,101,0,Under 25,4.615120517,3.135494216,10.87481556
Andrew,Smith,5458 Encino Drive,N. Vancouver,British Columbia,Canada,V7L 4J4,194-555-0177,4/26/1975,Partial College,Clerical,M,S,1,0,4,4,56104,22,114,1,Under 25,4.736198448,3.091042453,10.93496239
Dylan,Robinson,380 Canyon Road,Cliffside,British Columbia,Canada,V8Y 1L1,915-555-0155,7/12/1966,Graduate Degree,Skilled Manual,M,M,1,0,0,0,115292,31,83,1,25-45,4.418840608,3.433987204,11.65522332
Evan,Morgan,2710 Chinquapin Court,Victoria,British Columbia,Canada,V8V,702-555-0169,11/27/1966,Graduate Degree,Skilled Manual,M,M,1,0,0,0,105326,31,83,1,25-45,4.418840608,3.433987204,11.56481558
Zachary,Yang,1867 Blue Ridge Dr,Marysville,Washington,United States,98270,301-555-0188,7/3/1966,Graduate Degree,Skilled Manual,M,S,0,0,0,0,113815,31,80,1,25-45,4.382026635,3.433987204,11.6423296
Anna,Bryant,4698 G Street,Milwaukie,Oregon,United States,97222,223-555-0146,7/6/1966,Graduate Degree,Skilled Manual,F,S,1,0,0,0,91636,31,54,1,25-45,3.988984047,3.433987204,11.42557949
Elizabeth,Henderson,3141 Park Tree Ct.,Puyallup,Washington,United States,98371,216-555-0122,5/22/1966,Graduate Degree,Skilled Manual,F,S,1,0,0,0,88066,31,52,0,25-45,3.951243719,3.433987204,11.38584181
Gloria,Rubio,5669 Ironwood Way,Bellflower,California,United States,90706,826-555-0199,7/8/1966,Graduate Degree,Skilled Manual,F,S,1,0,0,0,91828,31,52,1,25-45,3.951243719,3.433987204,11.42767254
Jerry,Ferrier,1132 Plymouth Dr.,Bellflower,California,United States,90706,433-555-0172,2/17/1953,High School,Manual,M,M,0,2,0,2,30551,44,67,0,25-45,4.204692619,3.784189634,10.3271527
Trinity,Cook,7918 Snyder Lane,Olympia,Washington,United States,98501,443-555-0164,11/24/1953,Bachelors ,Skilled Manual,F,M,1,1,0,1,55254,44,48,0,25-45,3.871201011,3.784189634,10.91969601
Clarence,Raji,4035 Red Maple Ct,Berkeley,California,United States,94704,798-555-0183,2/26/1953,Bachelors ,Skilled Manual,M,M,1,1,0,1,56190,44,68,0,25-45,4.219507705,3.784189634,10.93649408
Kevin,Edwards,3440 Concord Ct.,Corvallis,Oregon,United States,97330,314-555-0167,11/11/1953,Bachelors ,Skilled Manual,M,M,1,1,0,1,70160,44,76,0,25-45,4.33073334,3.784189634,11.15853363
Maria,Rogers,7954 Monument Blvd,Oregon City,Oregon,United States,97045,801-555-0117,10/10/1953,Partial College,Clerical,F,M,1,1,0,1,31367,44,46,0,25-45,3.828641396,3.784189634,10.35351166
Jack,Roberts,1302 Martin St.,Beaverton,Oregon,United States,97005,553-555-0193,5/11/1954,Partial High School,Manual,M,M,0,2,0,3,16973,43,64,0,25-45,4.158883083,3.761200116,9.739379125
Dominic,Srini,930 Moss Hollow Court,Bellingham,Washington,United States,98225,481-555-0110,5/20/1954,Partial High School,Clerical,M,S,1,2,0,3,22628,43,55,0,25-45,4.007333185,3.761200116,10.02694336
Ethan,Garcia,6183 Pinecrest Rd.,Grossmont,California,United States,91941,185-555-0117,3/15/1954,Partial College,Clerical,M,M,1,1,0,1,43133,43,66,0,25-45,4.189654742,3.761200116,10.67204364
Charles,Gonzalez,9120 Springfield Drive,La Jolla,California,United States,92806,189-555-0168,9/26/1954,Partial College,Clerical,M,M,1,1,0,1,41328,43,71,0,25-45,4.262679877,3.761200116,10.62929552
Jenna,Scott,2402 Cinnabar St.,Lakewood,California,United States,90712,487-555-0139,3/23/1954,Partial College,Clerical,F,M,1,1,0,1,50323,43,43,0,25-45,3.761200116,3.761200116,10.82621751
Andrea,Howard,1739 Sun View Terr,Lincoln Acres,California,United States,91950,950-555-0111,7/19/1955,Partial College,Clerical,F,M,1,1,0,1,42700,42,49,0,25-45,3.891820298,3.737669618,10.6619542
Nathan,Turner,880 Hackamore Lane,Sedro Woolley,Washington,United States,98284,760-555-0138,2/25/1955,Partial College,Clerical,M,M,1,1,0,1,52856,42,76,0,25-45,4.33073334,3.737669618,10.87532651
Elijah,Yang,1629 Green View Court,Burien,Washington,United States,98168,110-555-0172,8/26/1955,Partial College,Clerical,M,M,1,1,0,1,53152,42,75,0,25-45,4.317488114,3.737669618,10.88091101
Luke,Hall,115 Santa Fe Street,Cliffside,British Columbia,Canada,V8Y 1L1,194-555-0165,3/21/1955,Partial College,Clerical,M,M,1,1,0,1,60140,42,76,1,25-45,4.33073334,3.737669618,11.00443046
Courtney,Nelson,8182 Stephanie Way,Torrance,California,United States,90505,160-555-0110,4/5/1955,Partial College,Clerical,F,M,1,1,0,1,41110,42,47,0,25-45,3.850147602,3.737669618,10.62400668
Aidan,Wood,673 Chrisland Court,La Jolla,California,United States,92806,129-555-0157,11/16/1955,Partial College,Clerical,M,M,1,1,0,1,49721,42,78,0,25-45,4.356708827,3.737669618,10.81418266
Don,Roessler,9737 Colt Ct.,Imperial Beach,California,United States,91932,316-555-0133,3/9/1956,Partial College,Clerical,M,M,1,1,0,1,48263,41,75,0,25-45,4.317488114,3.713572067,10.7844205
Jose,Jenkins,4920 Orange St,Burbank,California,United States,91502,159-555-0110,4/27/1956,Partial College,Clerical,M,M,1,1,0,1,51121,41,74,0,25-45,4.304065093,3.713572067,10.84195065
Mary,Green,2747 Cranbrook Way,Novato,California,United States,94947,145-555-0147,11/5/1956,Partial College,Clerical,F,M,1,1,0,1,49244,41,50,0,25-45,3.912023005,3.713572067,10.80454281
Seth,Turner,2357 Madrid,Beverly Hills,California,United States,90210,135-555-0119,11/11/1957,Partial College,Clerical,M,M,1,1,0,1,52006,40,79,0,25-45,4.369447852,3.688879454,10.85911438
Grant,Pal,9503 Clark Creek Lane,Bellingham,Washington,United States,98225,166-555-0146,11/17/1957,Partial College,Clerical,M,M,1,1,0,1,50144,40,73,0,25-45,4.290459441,3.688879454,10.82265415
Robert,Davis,6729 Mt. Washington,Burlingame,California,United States,94010,102-555-0110,11/21/1957,Partial College,Clerical,M,M,1,1,0,1,57194,40,71,0,25-45,4.262679877,3.688879454,10.95420428
Charles,Reed,7974 Seal Way,La Jolla,California,United States,92806,667-555-0141,5/15/1957,Partial College,Clerical,M,M,1,1,0,1,47019,40,70,0,25-45,4.248495242,3.688879454,10.75830705
Elizabeth,Garcia,7807 Pine Creek Way,San Gabriel,California,United States,91776,183-555-0159,1/2/1957,Partial College,Clerical,F,M,1,1,0,1,43035,40,47,0,25-45,3.850147602,3.688879454,10.66976902
Victoria,Long,6745 Blue Ridge Drive,Glendale,California,United States,91203,986-555-0131,5/26/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,114473,39,53,0,25-45,3.970291914,3.663561646,11.64809427
Madison,Davis,8571 Sun View Drive,Santa Cruz,California,United States,95062,430-555-0115,3/12/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,109861,39,55,1,25-45,4.007333185,3.663561646,11.60697121
Zachary,Lewis,2483 Northridge Ct.,Vancouver,British Columbia,Canada,V7L 4J4,694-555-0116,12/12/1958,Graduate Degree,Skilled Manual,M,M,1,0,0,4,151516,39,87,1,25-45,4.465908119,3.663561646,11.92844651
Morgan,Kelly,313 Ladera,San Gabriel,California,United States,91776,199-555-0126,9/25/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,117838,39,57,0,25-45,4.043051268,3.663561646,11.67706608
Adriana,Perez,6793 Longview Road,Beverly Hills,California,United States,90210,250-555-0118,8/10/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,108182,39,51,0,25-45,3.931825633,3.663561646,11.59157027
George,Arun,8844 Garcia,Beaverton,Oregon,United States,97005,503-555-0119,11/11/1958,Graduate Degree,Skilled Manual,M,S,1,0,0,4,139256,39,77,1,25-45,4.343805422,3.663561646,11.84406924
Xavier,Scott,2748 Logan Court,Newport Beach,California,United States,92625,248-555-0114,9/3/1959,Graduate Degree,Skilled Manual,M,S,1,0,0,4,104988,38,75,0,25-45,4.317488114,3.63758616,11.56160134
Kevin,Nelson,7977 Marina Road,Westminster,British Columbia,Canada,V3L 1H4,157-555-0158,2/16/1959,Graduate Degree,Skilled Manual,M,M,1,0,0,4,93610,38,81,0,25-45,4.394449155,3.63758616,11.44689249
Curtis,Xu,"1, place Beaubernard",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0166,2/22/1968,Partial College,Manual,M,S,0,0,1,1,18323,29,70,0,25-45,4.248495242,3.36729583,9.81591238
Jessica,Powell,Herzogstr 5772,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0164,9/15/1968,Bachelors ,Clerical,F,M,1,0,0,1,55816,29,46,0,25-45,3.828641396,3.36729583,10.92981585
Melvin,Andersen,7954 Vista Avenue,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0123,6/5/1968,Bachelors ,Clerical,M,M,1,0,0,1,66024,29,78,0,25-45,4.356708827,3.36729583,11.09777359
Heidi,Vance,1686 Lavere Way,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0170,8/23/1968,Bachelors ,Clerical,F,M,1,0,0,1,52613,29,46,0,25-45,3.828641396,3.36729583,10.87071852
Stacy,Torres,Am Grossen Dern 4982,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0181,10/23/1968,Bachelors ,Clerical,F,M,1,0,0,1,46060,29,47,0,25-45,3.850147602,3.36729583,10.73770017
Noah,Ross,"7, route de Marseille",Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0136,4/27/1968,Graduate Degree,Clerical,M,M,1,0,0,0,68402,29,76,0,25-45,4.33073334,3.36729583,11.13315734
Max,Ferrier,Charlottenstr 35818,Bonn,Hamburg,Germany,53131,1 (11) 500 555-0182,3/17/1968,Graduate Degree,Clerical,M,S,1,0,0,0,74776,29,70,0,25-45,4.248495242,3.36729583,11.22225226
Bonnie,Xie,Curieweg 29,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0170,11/15/1968,Graduate Degree,Clerical,F,M,1,0,0,0,59930,29,47,0,25-45,3.850147602,3.36729583,11.00093249
Kayla,Jenkins,5201 Dumbarton Street,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0146,4/9/1968,Bachelors ,Clerical,F,M,1,0,0,0,55572,29,52,0,25-45,3.951243719,3.36729583,10.92543476
Renee,Jimenez,2941 Jill Ave,Lancaster,England,United Kingdom,LA1 1LN,1 (11) 500 555-0140,6/21/1967,Partial High School,Manual,F,S,1,1,3,3,13164,30,56,1,25-45,4.025351691,3.401197382,9.48524111
Henry,Fernandez,"1011, avenue Foch",Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0189,3/12/1967,Partial High School,Manual,M,S,1,1,3,3,20917,30,86,1,25-45,4.454347296,3.401197382,9.948317504
Tabitha,Alonso,"22, rue Jean Mermoz",Roncq,Nord,France,59223,1 (11) 500 555-0187,8/3/1967,Partial High School,Manual,F,S,1,0,4,4,17565,30,68,1,25-45,4.219507705,3.401197382,9.773663565
Robert,Butler,Erftplatz 66,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0112,5/4/1967,Partial College,Manual,M,S,0,1,1,1,47765,30,78,1,25-45,4.356708827,3.401197382,10.77404843
Michael,Lewis,Kapellstr 4767,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0130,10/17/1967,Partial College,Manual,M,S,0,1,1,1,27773,30,72,1,25-45,4.276666119,3.401197382,10.2318196
Cristina,Shan,9796 Virgil St.,London,England,United Kingdom,SW19 3RU,1 (11) 500 555-0168,7/26/1967,Partial College,Manual,F,S,0,1,1,1,19230,30,45,1,25-45,3.80666249,3.401197382,9.864226839
Victor,Dominguez,6819 Meadow Lane,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0181,12/5/1967,Bachelors ,Clerical,M,S,0,0,1,1,64018,30,80,1,25-45,4.382026635,3.401197382,11.06691957
Tristan,Jenkins,Am Gallberg 186,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0111,8/12/1967,Bachelors ,Clerical,M,M,1,1,1,1,51353,30,87,0,25-45,4.465908119,3.401197382,10.84647864
Tabitha,Smith,5922 Maywood Ln,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0183,6/20/1966,High School,Manual,F,S,0,1,1,1,25976,31,45,0,25-45,3.80666249,3.433987204,10.16492831
Gerald,Rana,"214, rue Léo Delibes",Paris,Seine (Paris),France,75013,1 (11) 500 555-0175,12/19/1966,High School,Manual,M,S,0,1,1,1,27622,31,72,1,25-45,4.276666119,3.433987204,10.22636784
Rosa,Zhang,Postfach 66 00 77,Münster,Saarland,Germany,48001,1 (11) 500 555-0117,10/3/1966,High School,Manual,F,S,1,0,2,2,27791,31,57,0,25-45,4.043051268,3.433987204,10.23246751
Terry,Tang,"25bis, boulevard Saint Germain",Les Ulis,Essonne,France,91940,1 (11) 500 555-0190,2/9/1967,Bachelors ,Clerical,M,M,1,0,0,0,69211,30,77,0,25-45,4.343805422,3.401197382,11.14491509
Jerome,Rubio,4188 Green Valley Road,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0196,8/16/1967,Bachelors ,Clerical,M,M,1,0,0,0,74913,30,80,0,25-45,4.382026635,3.401197382,11.22408272
Gilbert,Becker,3831 Frigate Ct,Oxford,England,United Kingdom,OX14 4SE,1 (11) 500 555-0113,8/13/1967,Bachelors ,Clerical,M,M,1,0,0,0,85067,30,83,0,25-45,4.418840608,3.401197382,11.35119446
Crystal,Gao,Auf der Krone 4993,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0136,3/6/1966,Bachelors ,Skilled Manual,F,M,1,2,1,1,59780,31,61,0,25-45,4.110873864,3.433987204,10.99842644
Michael,Miller,"62, rue de Linois",Paris,Seine (Paris),France,75007,1 (11) 500 555-0180,1/8/1965,Partial High School,Manual,M,S,1,2,3,4,18309,32,92,0,25-45,4.521788577,3.465735903,9.815148021
Steve,Gao,Husemann Straße 4444,Mühlheim,Hamburg,Germany,63151,1 (11) 500 555-0162,1/8/1965,Partial High School,Manual,M,S,1,2,3,4,14179,32,83,1,25-45,4.418840608,3.465735903,9.559517276
Colleen,Nara,"33, place de la République",Croix,Nord,France,59170,1 (11) 500 555-0131,8/18/1965,Partial High School,Manual,F,S,1,2,3,4,11583,32,60,0,25-45,4.094344562,3.465735903,9.357293785
Katie,Xu,5431 Bella Avenue,Milton Keynes,England,United Kingdom,MK8 8ZD,1 (11) 500 555-0125,8/15/1965,High School,Manual,F,S,1,0,2,2,29303,32,52,0,25-45,3.951243719,3.465735903,10.28544518
Abby,Arthur,Dunckerstr 6,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0144,1/3/1965,Bachelors ,Skilled Manual,F,M,1,2,1,1,53530,32,56,0,25-45,4.025351691,3.465735903,10.88799752
Audrey,Moreno,"79, rue des Pyrenees",Les Ulis,Essonne,France,91940,1 (11) 500 555-0199,9/19/1964,High School,Manual,F,S,1,2,2,2,22226,33,52,0,25-45,3.951243719,3.496507561,10.00901805
Stacy,Martin,Kappellweg 242,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0172,6/7/1964,High School,Manual,F,S,1,1,3,3,16822,33,59,0,25-45,4.077537444,3.496507561,9.730442833
Martha,Zhou,8387 B Way,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0156,4/7/1963,Partial High School,Manual,F,S,1,2,2,3,19183,34,49,1,25-45,3.891820298,3.526360525,9.861779749
Kari,Garcia,Marketplatz 5775,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0188,6/22/1963,Partial High School,Manual,F,S,1,2,2,3,26975,34,48,0,25-45,3.871201011,3.526360525,10.20266579
Damien,Jai,6239 Monti Dr.,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0116,5/7/1963,Partial High School,Manual,M,S,1,2,2,3,18104,34,79,1,25-45,4.369447852,3.526360525,9.803888187
Brenda,Martinez,"487, rue Montcalm",Les Ulis,Essonne,France,91940,1 (11) 500 555-0137,2/5/1963,Partial High School,Manual,F,S,1,2,2,4,19318,34,54,1,25-45,3.988984047,3.526360525,9.868792583
Cynthia,Prasad,7496 Deerfield Dr.,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0197,9/20/1963,Partial High School,Manual,F,S,1,2,2,4,10414,34,52,0,25-45,3.951243719,3.526360525,9.250906334
Max,Suarez,3535 Hillview Dr.,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0117,4/7/1963,High School,Manual,M,S,1,2,3,3,19360,34,91,1,25-45,4.510859507,3.526360525,9.870964361
Russell,Anand,"951, avenue Reille",Paris,Seine (Paris),France,75007,1 (11) 500 555-0180,11/26/1966,Bachelors ,Professional,M,M,1,0,0,0,66313,31,81,1,25-45,4.394449155,3.433987204,11.10214124
Molly,Sanchez,Erftplatz 444,Leipzig,Nordrhein-Westfalen,Germany,4139,1 (11) 500 555-0188,8/22/1966,Bachelors ,Professional,F,M,1,0,0,0,65947,31,50,0,25-45,3.912023005,3.433987204,11.09660667
Hunter,Henderson,7710 Medina Drive,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0114,5/17/1966,Bachelors ,Professional,M,M,1,0,0,0,66629,31,79,0,25-45,4.369447852,3.433987204,11.1068952
Christine,Jai,1870 Walnut Ave.,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0125,7/22/1963,Partial College,Clerical,F,S,1,0,2,2,48900,34,63,1,25-45,4.143134726,3.526360525,10.79753268
Isabella,Gonzales,851 Summerfield Drive,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0131,12/18/1965,Bachelors ,Skilled Manual,F,M,1,0,0,1,46508,32,46,0,25-45,3.828641396,3.465735903,10.74737962
Katherine,Lewis,72 Juliet Court,Kirkby,England,United Kingdom,KB9,1 (11) 500 555-0116,10/24/1965,Bachelors ,Skilled Manual,F,M,1,0,0,1,47773,32,48,0,25-45,3.871201011,3.465735903,10.77421591
Dana,Ruiz,Lieblingsweg 123,Dresden,Hessen,Germany,1071,1 (11) 500 555-0181,6/9/1964,Partial College,Clerical,F,M,0,2,2,2,54621,33,61,0,25-45,4.110873864,3.496507561,10.9081737
Drew,Bhat,7942 C Mt. Hood,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0131,9/3/1964,Bachelors ,Skilled Manual,M,M,1,0,0,1,49759,33,72,1,25-45,4.276666119,3.496507561,10.81494663
Maurice,Raje,494 North Spoonwood Court,Stoke-on-Trent,England,United Kingdom,AS23,1 (11) 500 555-0178,4/8/1964,Bachelors ,Skilled Manual,M,M,1,0,0,1,40311,33,73,1,25-45,4.290459441,3.496507561,10.60437966
Jessica,Martin,Winter der Böck 50,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0149,9/25/1963,Partial College,Clerical,F,S,1,0,3,3,42703,34,60,1,25-45,4.094344562,3.526360525,10.66202445
Nelson,Harrison,Zimmerstr 411,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0119,12/28/1963,Partial College,Clerical,M,S,1,0,3,3,54587,34,106,1,25-45,4.663439094,3.526360525,10.90755104
Miguel,Baker,Zimmerstr 11,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0145,11/17/1963,Partial College,Clerical,M,S,1,1,3,3,43040,34,99,1,25-45,4.59511985,3.526360525,10.66988519
Rebekah,Alonso,384 Price Lane,Münster,Saarland,Germany,48001,1 (11) 500 555-0144,3/3/1977,High School,Manual,F,S,0,1,0,0,21349,20,41,1,Under 25,3.713572067,2.995732274,9.968760179
Stefanie,Lopez,"668, rue des Berges",Drancy,Seine Saint Denis,France,93700,1 (11) 500 555-0169,8/17/1979,High School,Manual,F,M,0,2,4,4,20464,18,71,0,Under 25,4.262679877,2.890371758,9.926422524
Ernest,Xu,Postfach 2 66 66,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0120,4/4/1979,Partial College,Clerical,M,S,1,1,3,3,49773,18,96,1,Under 25,4.564348191,2.890371758,10.81522795
Hector,Muñoz,Am Gallberg 123,Stuttgart,Saarland,Germany,70452,1 (11) 500 555-0111,9/9/1979,Partial College,Clerical,M,S,1,1,3,3,43447,18,95,1,Under 25,4.553876892,2.890371758,10.67929708
Isabella,Ward,Zimmerstr 466,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0165,8/13/1963,Bachelors ,Skilled Manual,F,M,1,0,0,1,52663,34,49,0,25-45,3.891820298,3.526360525,10.8716684
Gilbert,Xie,2505 Maywood Ln.,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0196,2/6/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,51615,34,71,1,25-45,4.262679877,3.526360525,10.85156761
Barry,Rana,8434 Kenmore,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0127,11/5/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,60768,34,78,1,25-45,4.356708827,3.526360525,11.01481861
Melody,Saunders,Winter der Böck 2550,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0114,9/2/1978,Partial College,Clerical,F,S,1,1,4,4,49527,19,69,1,Under 25,4.234106505,2.944438979,10.81027325
Peter,Chander,3557 Harvard Court,Berkshire,England,United Kingdom,RG11 5TP,1 (11) 500 555-0118,4/6/1978,Partial College,Clerical,M,M,0,2,4,4,60663,19,118,0,Under 25,4.770684624,2.944438979,11.01308924
Dennis,Li,Am Karlshof 368,Essen,Hamburg,Germany,45001,1 (11) 500 555-0164,7/17/1977,Partial College,Clerical,M,S,1,1,0,0,64714,20,72,0,Under 25,4.276666119,2.995732274,11.07773284
Darren,Alvarez,Kappellweg 242,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0133,7/26/1977,Partial College,Clerical,M,S,0,1,0,0,46920,20,63,0,Under 25,4.143134726,2.995732274,10.7561993
Natasha,Sanz,8489 Seaview Ave.,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0115,5/18/1977,Partial College,Clerical,F,S,0,1,0,0,49017,20,41,0,Under 25,3.713572067,2.995732274,10.79992246
Autumn,Zhu,5115 Meadowbrook Court,York,England,United Kingdom,Y024 1GF,1 (11) 500 555-0193,10/23/1977,Partial College,Clerical,F,S,0,1,0,0,48455,20,43,0,Under 25,3.761200116,2.995732274,10.78839081
Franklin,Pal,Wertheimer Straße 8,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0185,12/7/1911,Partial High School,Manual,M,M,1,1,0,2,22456,86,33,0,Over 55,3.496507561,4.454347296,10.01931312
Meagan,Kim,Helsenbergbogen 6,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0117,8/10/1975,High School,Manual,F,S,0,1,0,0,20464,22,44,0,Under 25,3.784189634,3.091042453,9.926422524
Lee,Vazquez,4982 Norse Ct.,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0186,7/7/1975,High School,Manual,M,S,0,1,0,0,31204,22,62,0,Under 25,4.127134385,3.091042453,10.34830157
Blake,Miller,Pflugstr 8515,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0118,3/1/1975,Partial High School,Manual,M,S,0,1,0,0,26016,22,57,0,Under 25,4.043051268,3.091042453,10.16646701
Chelsea,Sai,"1, rue de la Centenaire",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0113,8/17/1974,Partial High School,Manual,F,S,0,2,0,0,33438,23,40,0,Under 25,3.688879454,3.135494216,10.41744826
Kelsey,Chande,1782 Poplar Ave.,Milton Keynes,England,United Kingdom,MK8 8DF,1 (11) 500 555-0179,11/13/1974,Partial High School,Manual,F,S,1,2,0,0,17442,23,37,1,Under 25,3.610917913,3.135494216,9.76663637
Vadim,Sazanovich,8531 Bayter Court,W. York,England,United Kingdom,BD1 4SJ,958-555-0100,3/12/1974,Partial High School,Manual,F,S,0,2,0,0,23388,23,40,0,Under 25,3.688879454,3.135494216,10.05997835
George,Louverdis,Attaché de Presse,Dunkerque,Nord,France,59140,1 (11) 500 555-0171,9/10/1975,Partial College,Clerical,M,S,0,1,0,0,57721,22,75,0,Under 25,4.317488114,3.091042453,10.96337634
Dwayne,Martin,Zollhof 6678,Bonn,Hamburg,Germany,53001,1 (11) 500 555-0191,10/12/1975,Partial College,Clerical,M,S,0,1,0,0,72846,22,69,0,Under 25,4.234106505,3.091042453,11.1961029
Audrey,Vazquez,"2452, rue de Varenne",Saint Ouen,Loir et Cher,France,41100,1 (11) 500 555-0112,3/26/1973,Partial High School,Manual,F,S,0,2,0,0,18802,24,45,0,Under 25,3.80666249,3.17805383,9.841718526
Karla,Tang,"611, rue de Longchamp",Roissy en Brie,Seine et Marne,France,77680,1 (11) 500 555-0152,2/2/1973,Partial High School,Manual,F,S,1,2,0,0,21347,24,40,0,Under 25,3.688879454,3.17805383,9.968666494
Adam,Gonzalez,8694 Orangewood Ave.,Lemon Grove,California,United States,91945,136-555-0124,11/13/1978,Partial College,Skilled Manual,M,S,0,2,0,0,90923,19,71,1,Under 25,4.262679877,2.944438979,11.41776827
Derrick,Diaz,3985 Dolores Way,Perth,South Australia,Australia,6006,1 (11) 500 555-0169,2/13/1948,High School,Skilled Manual,M,M,1,2,1,2,24954,49,71,0,45-55,4.262679877,3.891820298,10.12478941
Nancy,Fernandez,3857 Mt. Etna,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0115,11/12/1948,Partial High School,Clerical,F,S,1,2,1,2,36930,49,52,1,45-55,3.951243719,3.891820298,10.51677951
Deanna,Weber,4798 Macaroon Drive,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0117,12/24/1948,Partial College,Clerical,F,S,1,2,0,3,40338,49,42,0,45-55,3.737669618,3.891820298,10.60504923
Kari,Carlson,7847 Delta Fair Blvd.,Beaverton,Oregon,United States,97005,161-555-0184,8/4/1977,Partial High School,Clerical,F,S,1,2,0,0,41227,20,41,0,Under 25,3.713572067,2.995732274,10.62684866
